Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,datetime
0.258,0.096,240.54,1.2,0,0,0,7/8/2010 5:45
1.204,0,238.18,5,0,0,0,4/19/2007 21:39
2.554,0.142,239.06,10.6,0,0,18,1/15/2007 7:47
3.562,0.074,236.28,15.2,0,0,17,2/4/2007 21:07
1.688,0.37,248.37,6.8,0,1,20,12/4/2009 15:25
0.418,0.12,242.96,1.8,0,1,0,2/16/2009 13:27
0.326,0.164,240.19,1.4,1,0,1,6/15/2009 9:45
1.098,0,238.65,4.6,0,0,0,10/9/2008 19:58
1.41,0.108,239.89,5.8,0,0,19,5/23/2009 9:49
4.214,0.456,231.94,18.4,37,1,8,4/23/2008 21:01
0.912,0.142,243.34,3.8,0,0,13,6/1/2009 23:23
0.326,0.12,241.19,1.6,0,1,0,9/28/2007 3:40
1.476,0.09,239.08,6.2,0,1,21,10/30/2009 10:53
1.738,0.076,239.78,7.2,0,0,0,11/27/2008 15:32
0.626,0.054,240.65,2.6,0,0,0,1/11/2008 15:37
0.274,0,247.96,1.2,0,0,0,1/6/2009 4:10
4.092,0.19,235.36,17.4,0,1,17,11/14/2007 19:57
0.382,0.346,239.46,2,0,1,0,6/13/2007 9:55
0.222,0.048,243.41,1,0,0,0,11/20/2010 1:23
0.264,0.082,244.33,1.2,0,0,0,9/3/2009 23:43
4.838,0.098,235.94,20.8,0,0,0,4/21/2007 7:08
0.328,0.212,240.33,1.6,0,0,1,7/26/2010 7:55
0.236,0.106,238.87,1,1,0,0,6/19/2007 8:36
0.706,0.34,240.49,3.2,0,1,0,11/13/2009 7:18
0.8,0.218,243.27,3.4,0,0,1,6/30/2009 18:09
0.362,0.132,248.14,1.6,0,1,1,1/3/2010 3:47
1.366,0.25,237.89,5.8,0,0,0,3/25/2008 19:17
0.242,0.088,242.2,1,0,1,1,6/30/2010 1:18
0.412,0.168,246.09,1.8,0,1,0,12/28/2007 0:33
0.116,0,241.61,0.6,0,0,0,6/25/2007 5:48
1.396,0.052,241.09,6,0,0,0,4/1/2010 6:33
1.376,0.064,238.52,5.8,1,0,18,9/13/2008 17:04
0.328,0.208,243.76,1.6,0,2,1,7/31/2009 16:35
2.19,0.118,239.35,9,0,0,19,1/18/2010 22:23
1.454,0.078,242.55,6,0,0,18,1/29/2010 0:10
0.446,0.216,241.38,2,0,0,0,3/9/2008 6:00
3.494,0.202,235.04,14.8,0,0,17,2/11/2007 19:54
0.284,0.116,245.44,1.2,0,0,1,6/7/2010 12:31
5.088,0.166,241.01,21.4,18,28,19,12/14/2009 21:47
1.366,0.226,240.87,5.6,1,2,1,11/18/2009 22:21
0.772,0.21,240.73,3.4,0,2,1,9/3/2009 11:21
0.916,0.188,241.31,3.8,0,0,12,10/6/2010 4:10
1.316,0.052,240.56,5.4,0,0,18,5/13/2010 13:42
0.238,0,243.17,1,0,0,1,5/9/2010 5:39
0.35,0,242,1.4,0,0,0,4/14/2008 16:18
1.41,0.118,242.13,5.8,0,0,18,2/27/2007 20:44
2.602,0.238,241.94,11,7,1,26,2/3/2010 23:04
1.424,0,239.67,5.8,0,0,18,6/1/2010 14:00
1.086,0.198,242.31,4.6,0,0,0,2/1/2008 1:29
1.34,0.442,238.65,6,0,0,0,9/9/2008 12:22
1.288,0.054,234.07,5.4,0,0,17,2/27/2008 11:45
2.448,0.124,239.83,10.4,2,0,0,11/27/2008 21:44
3.268,0.258,234.28,14,0,0,17,10/6/2007 19:48
0.436,0.264,244.4,2,0,1,1,10/7/2009 3:12
0.316,0.086,243.6,1.2,0,0,0,10/27/2008 15:32
0.862,0,239.9,3.6,0,0,0,6/21/2009 22:59
0.572,0.156,241.75,2.4,0,2,0,12/28/2008 11:40
0.206,0.128,238.02,1,0,0,0,8/14/2007 4:33
0.238,0,242.24,1,0,0,1,6/21/2009 1:53
1.248,0.38,239.37,5.4,0,0,11,1/23/2010 13:51
0.346,0,245.25,1.4,0,0,0,2/11/2009 23:00
0.234,0,241.61,1,0,0,1,10/2/2008 2:48
0.356,0.162,243.44,1.6,0,0,0,2/1/2007 3:22
2.388,0.152,237.06,10,1,1,17,11/6/2008 21:05
0.264,0,243.99,1,0,0,1,10/31/2010 11:50
0.22,0,243.82,0.8,0,0,0,3/23/2007 11:35
0.144,0.112,243.11,0.8,0,0,1,8/23/2008 19:55
1.152,0.212,238.82,5,0,2,13,7/29/2008 5:46
0.278,0.08,244.06,1.2,0,0,1,9/19/2010 11:37
0.752,0.07,240.59,3.2,0,0,0,11/6/2008 20:07
0.406,0.082,244.07,1.8,0,0,0,2/16/2009 14:00
3.3,0.154,238.32,13.8,0,17,17,10/27/2007 11:46
0.43,0.226,242.39,2,0,1,0,3/10/2008 13:44
2.718,0.258,237.61,11.4,0,0,18,2/9/2008 20:03
1.586,0.168,238.74,7.2,0,0,0,8/16/2009 21:32
1.134,0.198,242.99,4.8,0,2,0,7/3/2010 23:42
0.248,0,240.92,1,0,1,1,5/14/2009 6:21
0.148,0,238.97,0.6,0,0,1,9/27/2008 2:01
0.682,0.174,246.86,2.8,0,2,0,2/11/2009 15:33
0.254,0.102,241.81,1.2,0,0,1,7/15/2009 4:21
2.602,0.08,233.86,11.2,0,1,17,5/24/2007 21:54
0.224,0,241.81,1,0,0,1,7/18/2010 1:11
1.746,0.052,241.58,7.2,0,0,19,2/27/2010 10:09
1.39,0.078,238.36,5.8,1,0,18,6/3/2009 8:55
1.882,0.282,236.88,8,0,0,17,1/20/2007 11:27
0.228,0.126,240.16,1,0,1,1,8/24/2009 1:55
2.038,0.102,240.2,8.4,0,0,18,9/7/2010 21:37
1.38,0.07,236.07,5.8,1,0,17,9/26/2007 8:50
0.338,0.098,243.07,1.4,0,0,0,10/24/2009 1:13
1.032,0.19,238.6,4.4,0,0,0,2/3/2008 12:00
1.38,0.182,240.96,5.8,0,1,19,7/5/2010 15:44
0.408,0.248,243.54,1.8,0,1,1,10/11/2009 6:20
0.48,0.08,241.66,2,0,0,1,10/11/2008 17:49
1.434,0.14,236.74,6,0,1,17,10/13/2007 10:09
0.684,0.064,241.77,2.8,0,0,0,10/29/2008 23:51
0.25,0.108,238.85,1,0,0,1,7/26/2008 3:03
0.306,0,240.58,1.2,0,0,0,10/6/2007 4:26
2.214,0.064,238.33,9.4,0,0,12,1/2/2007 17:11
0.216,0.092,244.46,1,0,0,0,7/16/2009 20:07
0.304,0.084,248.83,1.4,0,1,0,1/11/2009 0:49
1.648,0.158,239.47,6.8,0,0,18,2/13/2010 21:58
0.282,0.14,244.78,1.2,0,0,0,7/11/2009 1:33
2.738,0.356,236.91,11.6,0,18,18,6/13/2008 17:49
0.934,0.264,238.79,4,0,2,12,6/11/2010 0:40
0.476,0.094,241.13,2,0,0,0,8/28/2007 3:07
0.386,0.056,239.22,1.8,0,0,1,7/30/2008 1:42
0.184,0.07,238.62,0.8,0,0,0,9/20/2007 13:02
2.704,0.21,240.98,11.8,42,0,1,6/6/2010 0:29
1.574,0.26,239.78,6.6,1,2,18,3/9/2007 8:46
0.438,0.196,243.36,2,0,0,0,5/20/2010 3:54
0.268,0,248.56,1,0,0,1,10/21/2010 15:21
0.258,0.278,241.73,1.4,0,2,1,8/23/2008 0:58
2.034,0.218,238.02,8.6,0,1,29,6/10/2008 7:20
0.612,0.102,240.65,2.6,0,0,1,6/10/2010 18:00
0.22,0,241.66,0.8,0,0,1,11/16/2009 17:43
0.386,0.182,241.71,1.8,0,2,0,3/22/2007 12:01
1.462,0.232,240.93,6,0,2,18,2/8/2007 9:54
1.234,0.054,240.18,5,0,0,18,7/7/2010 8:22
0.854,0.084,235.57,3.8,0,2,0,5/29/2007 12:00
1.352,0.12,240.36,5.6,0,1,18,9/18/2010 9:06
0.41,0.262,235.44,2,0,0,0,7/30/2007 19:35
0.252,0,244.28,1,0,0,0,10/16/2010 23:19
0.272,0.06,246.01,1.2,0,0,0,12/4/2008 1:57
2.598,0,240.6,11,2,0,19,4/19/2009 21:06
0.58,0.176,235.49,2.6,0,2,0,5/26/2007 10:08
1.45,0.152,238.38,6,0,1,17,10/5/2007 12:44
0.564,0,242.48,2.2,0,0,1,1/1/2010 5:36
0.862,0.188,240.69,3.6,0,0,0,5/10/2008 7:58
0.342,0.148,246.29,1.4,0,1,1,12/29/2009 3:24
0.11,0,241.71,0.4,0,0,0,9/16/2007 7:49
0.524,0,240.97,2.2,0,0,0,3/1/2008 14:42
2.322,0.098,239.51,10.4,0,0,18,9/2/2007 9:08
1.774,0.43,240.23,7.6,0,0,17,3/10/2007 13:22
0.376,0.366,239.92,2.2,0,1,0,7/5/2007 0:31
0.55,0.072,239.41,2.2,0,0,0,4/19/2007 1:19
2.494,0.244,237.35,10.4,0,0,18,11/17/2009 8:07
1.554,0.154,242.08,6.4,0,1,18,3/18/2009 12:42
0.544,0.146,236.61,2.8,0,0,0,5/11/2007 15:01
1.996,0.24,243,8.2,0,1,18,2/6/2007 15:38
0.218,0.102,240.97,1,0,0,0,6/16/2008 4:07
1.536,0.192,242.56,6.4,1,0,18,6/5/2010 1:02
0.762,0.078,240.67,3.2,0,0,1,10/2/2010 18:51
0.21,0.09,241.13,1,0,0,0,7/12/2007 13:03
0.236,0,247.51,1,0,0,0,12/15/2007 6:32
0.344,0.054,239.11,1.6,0,0,0,11/22/2008 16:43
1.246,0.1,244.07,5,0,0,0,10/3/2010 23:03
0.138,0,241.25,0.6,0,0,1,8/2/2009 16:43
0.398,0.376,242.83,2.2,0,2,0,7/26/2009 21:05
1.452,0.07,238.28,6,0,0,18,10/2/2010 8:37
0.42,0.224,242.4,1.8,0,1,1,10/22/2008 5:00
1.342,0.132,240.64,5.6,1,0,18,8/22/2007 9:17
2.624,0.19,240.52,10.8,0,38,0,6/22/2010 15:44
1.732,0.186,240.85,8.4,10,1,0,5/10/2008 22:57
3.15,0,235.72,13.4,0,0,17,2/16/2008 19:15
1.44,0.162,235.87,6,0,0,17,6/2/2007 16:11
0.5,0.162,242.07,2,0,0,1,12/12/2009 0:01
0.198,0.104,240.31,1,0,1,0,7/6/2007 15:39
0.21,0.074,243.4,1,0,0,0,6/25/2007 19:34
1.524,0.22,240.4,6.4,0,0,18,3/13/2010 16:15
0.158,0,242.37,0.6,0,0,0,8/14/2010 2:12
0.722,0.074,239.17,3,0,0,1,7/15/2010 5:45
0.394,0.11,239.31,1.8,0,0,0,5/1/2009 19:10
0.706,0.218,238.48,3.4,0,1,9,7/25/2010 8:25
1.83,0.32,237.39,7.8,0,1,18,6/26/2008 21:26
0.316,0.066,246.13,1.4,0,0,0,11/12/2009 4:05
1.434,0.104,240.49,5.8,0,0,19,4/16/2008 17:34
0.27,0.142,241.35,1.2,0,0,0,5/19/2008 11:29
1.298,0.172,238.65,5.4,0,0,18,9/11/2008 10:40
2.61,0.184,235.43,11,37,0,0,5/16/2007 23:03
1.304,0.092,237.04,5.4,0,2,18,6/10/2008 9:45
0.228,0,245.37,1,0,0,0,2/8/2008 3:21
1.218,0.484,242.67,5.4,0,3,13,6/30/2009 15:32
1.398,0.072,241.71,5.8,0,0,19,6/1/2009 16:20
0.298,0.13,242.38,1.4,0,0,0,9/6/2009 1:34
0.248,0,245.6,1,0,0,0,2/28/2010 14:25
0.454,0.202,242.8,2,0,2,1,10/12/2010 0:12
0.082,0,242.19,0.2,0,0,0,8/20/2008 2:11
0.296,0.13,239.88,1.4,0,1,1,7/14/2010 7:58
0.544,0.132,241.94,2.2,0,1,0,11/12/2008 16:17
0.942,0,241.25,4,0,0,0,11/22/2007 14:35
2.28,0.102,236.25,9.6,0,0,17,2/2/2007 19:43
1.268,0,235.98,5.2,0,0,17,3/21/2007 11:14
0.174,0.152,240.33,0.8,0,0,0,8/21/2008 21:03
1.546,0.332,239.11,6.6,0,1,18,10/10/2008 15:04
0.272,0,241.12,1.2,0,0,0,4/14/2008 4:28
1.816,0.288,239.36,7.6,0,2,1,10/3/2010 19:06
0.19,0.1,235.52,0.8,0,1,0,4/27/2007 9:20
0.324,0.14,240.67,1.4,1,2,0,9/2/2007 0:40
0.352,0.08,247.1,1.4,0,0,0,3/1/2009 2:24
0.152,0,241.07,0.6,0,0,0,4/18/2007 17:02
2.452,0.194,234.71,10.4,0,2,17,10/4/2008 13:49
0.472,0.166,240.15,2,0,0,1,8/28/2009 7:15
1.364,0.056,243.74,5.6,0,0,18,11/18/2008 13:57
0.326,0.126,242.82,1.4,0,0,0,4/10/2007 12:26
0.32,0.088,239.69,1.4,0,0,0,2/1/2008 20:56
0.312,0.114,244.99,1.2,0,1,1,10/27/2009 17:01
0.792,0.094,246.55,3.2,0,0,0,3/24/2008 23:49
2.188,0.232,237.33,9.2,0,0,26,4/21/2009 11:43
0.35,0.118,242.78,1.4,0,0,1,4/24/2008 1:51
0.314,0.08,242.93,1.2,0,2,0,5/3/2010 0:50
0.33,0.08,243.42,1.4,0,0,0,11/16/2007 3:00
0.142,0,240.44,0.6,0,0,0,6/24/2007 13:59
1.218,0,233.91,5.2,0,1,17,6/4/2008 5:28
0.322,0,245.7,1.4,0,0,0,3/19/2009 23:22
1.926,0.348,242.72,8,0,0,27,7/10/2009 8:50
4.336,0.322,236.27,18.4,36,1,17,10/3/2009 17:22
0.64,0.088,243.49,2.6,0,0,0,2/20/2008 13:16
1.288,0.154,241.33,5.4,0,0,4,5/16/2009 19:55
0.424,0.22,241.37,2,0,0,1,5/5/2008 2:24
1.534,0.164,238.67,6.4,0,1,18,5/11/2008 2:48
1.562,0,236.21,6.6,0,2,18,10/11/2008 18:56
1.034,0.282,237.56,6,13,0,0,5/19/2007 16:50
1.47,0,242.07,6,0,0,18,5/2/2009 9:52
1.464,0.216,242.36,6,0,0,18,6/10/2009 8:38
0.286,0.136,239.48,1.2,0,2,1,6/11/2008 11:01
0.514,0.24,239.88,2.4,0,0,1,6/26/2010 9:29
2.446,0.078,240.22,10.2,0,0,18,3/3/2009 20:38
0.984,0.082,243.56,4,0,0,0,9/22/2010 22:12
0.302,0.092,242.64,1.2,0,0,0,3/16/2007 15:25
0.492,0.108,246.47,2.2,0,0,0,10/26/2007 17:37
0.4,0.198,244.33,1.8,0,0,0,2/7/2008 3:57
0.568,0.156,236.52,2.4,1,0,0,5/28/2007 15:22
0.216,0.104,241.64,1,0,1,1,9/29/2009 5:03
0.468,0.346,245.79,2.4,0,1,0,3/21/2009 6:48
0.306,0.228,242.78,1.6,0,0,0,7/11/2007 16:18
0.306,0.204,238.9,1.4,0,0,0,6/20/2008 1:25
0.394,0.244,240.71,2,0,1,0,7/22/2009 8:15
0.77,0.392,235.44,3.6,0,0,0,5/14/2007 17:46
0.37,0.118,241.97,1.6,0,0,0,5/31/2008 6:33
1.422,0.1,241.43,5.8,0,0,18,3/10/2009 23:25
5.658,0.652,235.17,24.4,0,35,18,5/30/2010 20:17
0.214,0.096,242.46,1,0,0,0,7/2/2007 5:55
0.13,0,242,0.6,0,0,1,7/14/2009 1:43
0.31,0.094,243.24,1.4,0,1,0,4/2/2007 3:37
1.55,0.314,234.91,6.6,0,4,0,8/7/2007 18:08
0.226,0.112,241.22,1,0,1,0,6/1/2009 4:43
1.636,0.182,242.37,6.8,2,0,1,5/13/2010 20:33
1.344,0.124,241.75,5.6,0,0,19,8/3/2009 16:48
0.306,0.08,235.82,1.2,0,1,0,5/25/2007 15:11
1.96,0.41,239.7,8.2,0,0,18,4/4/2010 15:22
0.256,0.12,240.85,1.2,0,0,1,8/6/2010 21:32
0.376,0.208,243.51,1.8,0,1,0,9/28/2007 23:27
1.538,0.314,239.85,6.4,0,1,17,3/19/2007 17:03
0.258,0.114,240.71,1.2,0,0,0,7/31/2008 3:26
0.078,0,238.54,0.2,0,0,1,8/8/2008 3:50
0.394,0.048,241.29,1.8,0,0,0,1/18/2008 4:58
0.104,0,242.48,0.4,0,0,0,8/18/2007 13:49
1.052,0.13,244.12,4.2,0,0,0,6/8/2007 23:54
0.826,0.256,244.7,3.6,0,2,0,11/30/2007 22:31
1.31,0.084,236.77,5.6,0,0,0,10/13/2009 21:23
1.662,0.09,244.58,6.8,0,0,19,2/2/2010 23:21
1.622,0.236,238.64,6.8,0,1,18,5/10/2010 22:21
2.19,0.182,235.66,9.2,0,0,17,4/4/2008 22:07
1.514,0,229.36,6.6,0,0,16,5/26/2009 7:58
0.206,0,242.18,1,0,0,0,9/2/2009 19:03
1.796,0.202,238.5,7.6,0,0,18,1/20/2008 14:20
1.566,0.23,240.73,6.4,2,1,17,3/9/2008 1:52
0.166,0.142,241.57,0.8,0,2,1,8/28/2008 12:27
0.398,0.2,238.46,1.8,0,1,1,11/4/2009 9:11
0.604,0,246.16,3,0,0,4,4/2/2010 6:31
0.998,0.07,244.02,4,0,0,1,11/17/2009 17:08
2.538,0,238.87,10.6,0,38,1,6/5/2010 15:39
0.968,0.372,239.91,4.4,0,1,0,10/24/2008 18:36
1.412,0,239.69,5.8,0,0,18,6/4/2010 16:55
1.966,0.064,242.74,8,0,0,19,5/12/2010 6:51
4.682,0.616,236.21,20,39,1,18,4/12/2008 17:09
0.174,0,240.31,0.8,0,0,0,8/26/2010 3:21
0.364,0.068,240.9,1.6,0,0,1,4/19/2009 1:35
0.338,0.092,242.66,1.4,0,0,1,8/3/2010 15:52
0.368,0.18,239.2,1.6,0,0,1,7/1/2010 2:28
2.768,0,237.28,11.6,0,0,17,2/11/2008 19:24
1.42,0.098,238.9,5.8,0,0,18,5/7/2008 9:45
0.478,0.09,242.24,2,0,1,0,1/4/2009 10:54
0.524,0.072,242.64,2.2,0,0,0,3/5/2010 0:46
0.744,0.084,240.84,3.4,0,0,10,10/8/2009 4:39
0.322,0.214,237.75,1.6,0,1,1,5/16/2008 11:27
2.868,0,234.96,12.2,0,0,17,2/20/2009 19:04
1.76,0.428,239.26,7.4,1,0,18,10/10/2009 15:35
0.336,0.246,241.98,1.6,0,2,0,8/6/2010 17:05
0.83,0.12,236.72,3.4,0,0,12,7/8/2008 2:02
0.574,0.146,241.18,2.4,0,0,1,4/12/2009 18:03
0.238,0,244.44,1,0,0,0,3/20/2007 15:42
1.406,0.074,234.17,6,0,0,17,7/19/2007 18:12
1.132,0.248,242.38,4.8,0,0,1,7/4/2009 23:10
0.232,0,243.69,0.8,0,0,1,10/27/2009 1:39
0.26,0.05,244.56,1.2,0,0,0,1/13/2009 5:51
1.712,0,243.56,7,0,0,0,2/21/2008 22:51
1.274,0.2,234.19,5.4,0,0,17,8/11/2007 16:56
0.24,0.108,235.25,1.2,0,0,0,8/6/2007 15:10
0.242,0.246,241.1,1.4,0,1,0,8/24/2008 15:09
1.674,0.07,243.85,6.8,0,0,19,1/28/2009 7:26
0.312,0.098,241.87,1.4,0,0,0,9/30/2007 5:24
0.31,0.076,242.28,1.2,0,0,1,5/29/2009 14:37
0.244,0,241.28,1,0,0,1,10/13/2008 14:35
2.706,0.168,240.93,11.2,39,0,0,11/5/2008 23:44
0.354,0.218,241.54,1.6,0,0,1,8/17/2009 16:28
0.632,0.084,242,2.6,0,0,0,2/20/2008 14:06
1.564,0.064,238.8,6.8,0,0,11,3/17/2007 13:21
1.69,0.262,237.51,7.2,0,1,1,7/1/2010 0:52
0.53,0.106,242.03,2.2,0,0,1,3/3/2010 2:49
1.326,0.108,239.03,5.6,0,1,18,5/23/2008 12:25
0.408,0.218,241.92,1.8,0,0,1,10/26/2009 5:20
0.24,0,244.71,1,0,0,0,11/24/2007 1:37
0.192,0.16,243.03,1,0,0,1,8/16/2008 3:44
1.516,0.07,238.62,6.2,0,0,18,3/6/2009 17:03
0.08,0,240.24,0.2,0,0,0,8/9/2008 2:42
0.29,0.198,237.55,1.4,0,2,1,6/23/2008 2:00
0.44,0.226,243.89,2,0,0,1,3/1/2010 15:35
1.436,0.166,233.53,6.2,0,1,17,5/1/2007 8:59
0.182,0.118,241.61,0.8,0,1,0,8/27/2007 2:16
0.22,0.108,240.69,1,0,2,0,9/7/2009 6:33
0.244,0.104,240.31,1,0,2,0,7/24/2010 6:34
1.484,0.188,241.97,6.2,0,1,18,2/22/2008 14:55
0.316,0.216,242.38,1.6,0,0,1,9/10/2009 16:36
1.64,0.226,240.55,8.2,0,17,0,3/2/2008 14:28
0.588,0.072,239.01,2.4,0,0,0,11/29/2008 11:11
0.31,0.248,241.73,1.6,0,2,1,7/7/2009 0:47
0.248,0,244.71,1.2,0,0,0,6/19/2010 12:30
0.424,0.406,245.24,2.4,0,1,0,9/7/2009 22:59
0.23,0.052,245.79,1,0,0,0,11/12/2010 4:08
0.362,0.176,244.43,1.6,0,0,0,3/30/2010 0:36
2.518,0.228,235.83,11,0,0,17,1/9/2007 18:17
0.19,0,243.62,0.8,0,0,1,9/5/2009 4:15
0.324,0.218,243.96,1.6,0,1,1,9/19/2010 15:12
0.864,0.11,240.8,3.6,0,0,1,11/26/2009 19:13
2.376,0.266,236.1,10,1,1,17,2/10/2010 21:46
1.506,0.108,241.8,6.6,0,0,1,11/2/2009 6:55
0.224,0,243.66,0.8,0,0,0,3/16/2008 5:35
0.156,0.12,239.99,0.8,0,0,1,8/12/2008 16:05
2.674,0.282,240.48,11.6,0,2,18,2/12/2010 10:36
0.28,0,245.07,1.2,0,0,0,3/19/2008 0:35
0.302,0.086,241.55,1.2,0,0,0,3/27/2007 6:23
0.256,0.14,242.37,1.2,0,0,1,6/14/2008 0:19
1.59,0.484,233.36,7,0,1,18,6/22/2008 11:27
2.956,0.418,235.45,12.6,38,1,1,6/22/2008 10:59
0.314,0.236,243.1,1.6,0,2,0,10/2/2009 0:12
0.288,0,246.76,1.2,0,0,0,2/6/2009 5:08
0.766,0,232.13,3.4,0,0,0,5/29/2007 11:16
1.614,0,243.04,6.6,0,2,19,10/11/2009 10:00
2.164,0.084,241.04,9,0,0,18,1/28/2009 11:19
1.28,0,238.24,5.4,0,1,18,9/3/2008 9:30
1.724,0.112,247.65,6.8,0,2,20,12/11/2009 23:08
2.928,0.056,240.4,12.2,1,0,19,5/4/2009 21:44
1.366,0.072,238.62,5.6,0,1,18,6/17/2008 15:47
0.398,0.292,242.47,2,0,0,1,6/27/2009 16:42
0.19,0.12,241.05,0.8,0,1,0,6/11/2007 12:16
0.478,0.096,240.46,2.2,0,0,1,7/29/2008 16:18
1.818,0.506,239.45,7.8,0,2,18,5/16/2009 18:37
0.44,0.176,241.69,2,0,0,0,11/11/2008 5:07
0.564,0.048,240.96,2.4,0,0,0,3/30/2007 22:56
0.434,0.108,246.57,1.8,0,0,1,4/29/2009 0:10
0.38,0.072,248.52,1.6,0,1,0,1/5/2009 5:58
0.366,0.206,240.58,1.8,0,0,1,9/1/2009 10:10
0.828,0.05,240.43,3.4,0,0,1,5/9/2008 22:04
1.342,0.066,227.46,6,0,0,16,2/6/2008 10:47
0.226,0.056,244.66,1,0,0,0,11/19/2010 6:28
0.244,0.048,243.47,1,0,0,0,1/9/2007 14:39
0.24,0.054,238.58,1.2,0,0,0,7/3/2007 12:09
0.158,0,242.92,0.6,0,0,1,8/10/2010 6:43
0.132,0,241.43,0.6,0,0,0,7/12/2007 4:29
1.834,0.186,238.68,7.6,0,2,18,11/2/2009 20:01
0.408,0.09,246.5,1.6,0,2,0,10/19/2010 23:33
0.386,0.152,240.28,1.8,0,0,1,9/3/2008 12:39
0.224,0,241.24,1,0,0,0,8/24/2007 17:14
0.33,0.088,244.81,1.4,0,1,0,12/21/2008 5:23
0.286,0.094,238.98,1.2,0,0,1,6/17/2010 15:35
0.642,0.192,243.32,2.6,0,1,0,3/4/2008 0:37
1.564,0.192,241.65,6.4,0,0,18,5/21/2010 20:12
2.33,0.212,237.92,9.8,0,1,17,1/12/2007 18:46
0.278,0,243.06,1.2,0,0,1,4/12/2008 3:05
5.46,0,235.22,23.2,37,0,18,9/30/2008 21:17
0.262,0.104,243.16,1.2,0,0,1,8/17/2010 17:12
0.328,0.086,243.51,1.4,0,0,0,2/19/2008 2:15
1.954,0,239.4,9.2,21,0,0,9/8/2007 22:38
2.164,0,240.3,9,0,0,18,3/31/2007 23:24
3.28,0.166,237.32,13.8,0,1,17,1/3/2008 18:16
2,0,241.38,8.2,0,4,1,11/18/2009 18:42
0.17,0.086,233.42,0.8,0,0,0,7/29/2007 11:14
1.466,0.194,240.49,6,0,0,19,10/23/2008 11:00
1.866,0,243.93,7.6,0,0,19,1/28/2009 12:43
0.338,0.194,240.81,1.6,0,0,1,7/7/2010 1:32
2.33,0.086,241.09,9.6,0,0,18,11/11/2008 23:28
0.32,0.22,241.44,1.6,0,0,1,9/10/2008 15:11
1.446,0,241.51,6,0,0,19,6/29/2009 7:20
0.33,0.086,242.75,1.4,0,0,1,5/1/2008 7:42
2.844,0.18,236.05,12,0,0,18,12/6/2009 20:26
4.182,0.268,241.4,17.2,0,4,18,1/27/2010 20:01
0.316,0.23,237.64,1.6,0,1,0,5/16/2008 9:16
0.978,0.31,240.37,4.2,0,0,12,8/23/2010 5:20
3.758,0.322,236.94,15.8,37,1,18,4/24/2010 19:36
0.334,0.136,243.92,1.4,0,0,0,2/25/2007 12:37
1.222,0.36,241.96,5.2,0,1,12,10/14/2009 13:26
2.242,0.058,235.66,9.4,0,0,17,3/15/2008 20:01
0.162,0.088,241.05,0.8,0,0,0,8/19/2007 1:38
4.604,0.088,241.21,19.2,0,27,18,12/24/2009 17:19
1.52,0.166,241.74,6.4,0,0,1,4/25/2009 21:26
1.256,0.078,237.43,5.2,0,2,18,9/10/2009 10:15
0.694,0.218,246.15,3,0,2,0,12/18/2006 6:59
1.95,0.364,241.96,8.2,0,1,18,10/9/2010 13:24
0.244,0.05,242.02,1,0,0,0,1/7/2008 1:23
0.424,0.264,244.73,2,0,0,0,1/31/2007 4:14
1.268,0,240.02,5.2,0,0,19,6/17/2010 6:20
1.976,0.096,238.63,8.2,0,1,17,11/11/2007 11:14
0.288,0.06,245.8,1.2,0,0,0,10/26/2008 16:04
0.708,0.068,235.89,3,0,0,0,5/13/2007 22:16
0.646,0.086,240.52,2.6,0,0,0,10/4/2009 0:20
0.204,0,239.87,0.8,0,0,0,10/31/2007 8:31
1.49,0.314,237.75,6.4,0,1,17,4/15/2007 11:41
0.414,0.254,249.1,1.8,0,1,0,12/21/2007 4:44
1.3,0,238.75,5.4,0,0,18,10/6/2008 5:12
0.776,0,242.16,3.2,0,0,1,10/19/2008 22:56
2.74,0,235.96,11.6,0,0,17,2/1/2007 20:20
0.276,0,243.01,1.2,0,0,0,12/15/2008 6:04
0.284,0.098,237.48,1.2,0,1,0,3/1/2007 19:17
2.262,0.274,238.28,9.4,0,0,29,5/8/2008 14:12
0.292,0.202,238.87,1.4,0,1,1,6/18/2008 5:10
3.588,0,236.91,15,37,0,18,3/30/2010 8:15
0.314,0.156,242.84,1.4,0,1,0,6/10/2010 16:57
0.374,0.076,240.97,1.6,0,0,0,6/2/2010 19:25
0.21,0,239.67,0.8,0,0,0,2/26/2009 12:48
1.95,0.154,235.23,8.2,0,0,17,1/29/2007 8:02
0.446,0.204,244.3,2,0,0,0,12/14/2008 3:28
1.256,0.06,237.76,5.2,0,0,17,7/4/2007 9:46
1.648,0.144,236.38,7,0,0,17,3/6/2009 11:35
0.258,0.096,241.82,1.2,0,0,1,9/28/2008 6:56
2.704,0.128,241.15,11.2,0,0,18,2/14/2009 19:21
1.41,0.088,247.2,5.6,0,1,19,12/22/2009 23:29
0.372,0.14,244.46,1.8,0,0,3,6/7/2010 11:58
0.272,0.05,244.69,1.2,0,0,0,11/18/2008 2:07
0.308,0.252,241.53,1.6,0,1,0,8/30/2007 2:32
0.264,0.108,241.17,1.2,0,0,0,5/29/2010 4:08
0.16,0,239.82,0.8,0,0,1,7/6/2010 11:11
1.662,0,245.7,6.6,0,0,19,12/23/2007 5:37
0.328,0.092,248.18,1.4,0,1,1,2/15/2010 4:13
